,Marital status,Application mode,Application order,Course department,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother qualification,Father qualification,Mother occupation,Father occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
88,single,General application,>3,Business and management,daytime,Upper secondary education,143.0,Portuguese,Lower secondary education,Primary/Early education,Elementary Occupations,Elementary Occupations,128.7,yes,no,no,yes,male,no,23,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled
89,single,Transfer and change,2,Engineering and applied sciences,daytime,Upper secondary education,115.0,Portuguese,Lower secondary education,Upper secondary/Post secondary,Elementary Occupations,"Skilled Agricultural, Forestry and Fishery Workers",112.2,yes,no,yes,yes,male,no,18,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled
90,single,Over 23,1,Health sciences,daytime,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Other,100.8,no,no,no,yes,male,no,24,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
91,single,General application,2,Communication and design,daytime,Upper secondary education,133.1,Other nationalities,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,105.0,yes,no,no,no,female,no,21,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
92,single,Ordinance/International,1,Engineering and applied sciences,daytime,Upper secondary education,133.1,Other nationalities,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,100.0,no,no,no,yes,female,no,26,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
93,in union,Over 23,1,Social sciences and education,daytime,Upper secondary education,133.1,Portuguese,Primary/Early education,Unknown,Student,Student,115.5,no,no,no,yes,female,no,39,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout
94,in union,Over 23,1,Social sciences and education,evening,Upper secondary education,133.1,Portuguese,Primary/Early education,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,114.0,no,no,no,yes,female,no,44,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate
95,single,Ordinance/International,1,Engineering and applied sciences,daytime,Upper secondary education,130.0,Other nationalities,Lower secondary education,Bachelor or equivalent,Elementary Occupations,Professionals,137.0,yes,no,no,yes,male,no,19,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled
96,single,General application,>3,Communication and design,daytime,Upper secondary education,135.0,Portuguese,Primary/Early education,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,124.9,yes,no,no,yes,female,no,18,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate
97,single,General application,>3,Health sciences,daytime,Upper secondary education,132.0,Portuguese,Primary/Early education,Primary/Early education,Craft and Related Trades Workers,Craft and Related Trades Workers,120.3,yes,no,no,yes,female,yes,18,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduate
98,single,General application,1,Health sciences,daytime,Upper secondary education,135.0,Portuguese,Upper secondary/Post secondary,Bachelor or equivalent,Elementary Occupations,Managers,134.3,yes,no,no,yes,female,no,19,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled
99,single,General application,>3,Health sciences,daytime,Upper secondary education,115.0,Portuguese,Bachelor or equivalent,Bachelor or equivalent,Professionals,Professionals,111.5,yes,no,yes,no,female,no,19,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
100,single,Post-secondary qualification,1,Health sciences,daytime,Post-secondary non-tertiary education,130.0,Portuguese,Lower secondary education,Lower secondary education,Elementary Occupations,Elementary Occupations,128.8,no,no,no,yes,female,no,21,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
101,single,General application,>3,Communication and design,daytime,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Other,110.0,yes,no,no,yes,female,no,20,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate
102,in union,Over 23,1,Social sciences and education,evening,Upper secondary education,130.0,Portuguese,Primary/Early education,Primary/Early education,"Skilled Agricultural, Forestry and Fishery Workers",Service and Sales Workers,113.5,yes,no,no,yes,female,no,36,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
103,previously in union,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,133.1,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,"Skilled Agricultural, Forestry and Fishery Workers",160.0,no,no,no,yes,female,no,43,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate
104,single,General application,1,Social sciences and education,daytime,Upper secondary education,123.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,117.4,yes,no,no,yes,female,no,19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
105,single,Transfer and change,1,Communication and design,daytime,Upper secondary education,130.0,Portuguese,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Plant and Machine Operators and Assemblers,122.2,no,no,yes,yes,female,no,20,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate
106,single,General application,2,Social sciences and education,daytime,Upper secondary education,122.0,Portuguese,Primary/Early education,Lower secondary education,Clerical Support Workers,Craft and Related Trades Workers,118.2,yes,no,no,yes,female,no,19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
107,single,General application,1,Health sciences,daytime,Upper secondary education,113.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,106.7,yes,no,no,yes,female,no,20,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
108,single,General application,>3,Health sciences,daytime,Upper secondary education,111.0,Portuguese,Bachelor or equivalent,Master/Doctoral,Clerical Support Workers,Technicians and Associate Professionals,108.2,yes,no,no,yes,female,no,20,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
109,single,General application,2,Social sciences and education,daytime,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Technicians and Associate Professionals,107.0,yes,no,no,yes,female,no,20,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
110,single,General application,1,Social sciences and education,daytime,Upper secondary education,142.0,Portuguese,Primary/Early education,Primary/Early education,"Skilled Agricultural, Forestry and Fishery Workers",Craft and Related Trades Workers,136.1,yes,no,no,yes,female,no,18,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate
111,single,General application,2,Business and management,daytime,Upper secondary education,123.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Craft and Related Trades Workers,115.3,yes,no,no,yes,female,yes,18,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled
112,single,General application,1,Health sciences,daytime,Upper secondary education,131.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,139.8,yes,no,no,yes,female,no,19,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
113,single,General application,3,Communication and design,daytime,Upper secondary education,158.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Craft and Related Trades Workers,157.0,yes,no,no,yes,female,no,18,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate
114,single,General application,2,Health sciences,daytime,Upper secondary education,122.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,131.0,yes,no,no,yes,female,no,18,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout
115,single,Transfer and change,1,Health sciences,daytime,Upper secondary education,130.0,Portuguese,Lower secondary education,Lower secondary education,Elementary Occupations,Service and Sales Workers,100.0,no,no,no,yes,female,no,20,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled
116,single,General application,1,Social sciences and education,daytime,Upper secondary education,154.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Craft and Related Trades Workers,140.4,yes,no,no,yes,female,yes,20,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled
117,single,General application,1,Business and management,daytime,Upper secondary education,120.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Technicians and Associate Professionals,113.4,no,no,no,yes,female,no,20,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled
118,single,General application,2,Health sciences,daytime,Upper secondary education,140.0,Portuguese,Primary/Early education,Lower secondary education,Elementary Occupations,Craft and Related Trades Workers,137.0,no,no,no,yes,female,no,18,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate
119,single,General application,1,Business and management,daytime,Upper secondary education,127.0,Portuguese,Bachelor or equivalent,Upper secondary/Post secondary,Clerical Support Workers,Service and Sales Workers,121.8,no,no,no,yes,female,no,18,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate
120,single,General application,1,Business and management,daytime,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Service and Sales Workers,131.0,yes,no,no,yes,female,no,21,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout
121,single,General application,2,Business and management,daytime,Upper secondary education,120.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,118.6,yes,no,no,yes,female,no,19,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate
122,single,General application,1,Communication and design,daytime,Upper secondary education,137.0,Portuguese,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Elementary Occupations,122.3,no,no,no,yes,female,no,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
123,single,General application,1,Business and management,daytime,Upper secondary education,131.0,Portuguese,Lower secondary education,Lower secondary education,Elementary Occupations,Elementary Occupations,127.9,no,no,no,yes,female,yes,19,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
124,single,General application,1,Health sciences,daytime,Upper secondary education,130.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Craft and Related Trades Workers,121.3,yes,no,no,yes,female,no,19,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate
125,single,General application,>3,Health sciences,daytime,Upper secondary education,122.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Service and Sales Workers,117.1,yes,no,no,yes,female,no,19,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout
126,single,Post-secondary qualification,1,Health sciences,daytime,Post-secondary non-tertiary education,160.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,160.0,yes,no,no,yes,female,no,20,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate
127,single,General application,1,Social sciences and education,daytime,Upper secondary education,146.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Technicians and Associate Professionals,145.3,yes,no,no,yes,female,yes,18,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled
128,single,General application,3,Social sciences and education,daytime,Upper secondary education,131.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Technicians and Associate Professionals,122.6,yes,no,no,yes,female,no,18,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
129,single,General application,>3,Health sciences,daytime,Upper secondary education,132.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Plant and Machine Operators and Assemblers,Elementary Occupations,128.0,yes,no,no,yes,female,no,19,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate
130,single,General application,3,Health sciences,daytime,Upper secondary education,138.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Plant and Machine Operators and Assemblers,124.9,yes,no,no,yes,female,yes,18,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout
131,single,General application,2,Communication and design,daytime,Upper secondary education,130.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,123.7,yes,no,no,yes,female,no,18,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
132,single,General application,>3,Business and management,daytime,Upper secondary education,126.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Plant and Machine Operators and Assemblers,120.1,yes,no,no,yes,female,no,19,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate
133,single,General application,>3,Health sciences,daytime,Upper secondary education,148.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Technicians and Associate Professionals,131.7,yes,no,no,yes,female,no,19,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
134,single,Transfer and change,1,Social sciences and education,daytime,Upper secondary education,130.0,Portuguese,Lower secondary education,Primary/Early education,Elementary Occupations,Craft and Related Trades Workers,133.2,no,no,no,yes,female,no,20,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate
135,single,General application,1,Business and management,daytime,Upper secondary education,117.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Technicians and Associate Professionals,Elementary Occupations,109.3,no,no,yes,no,female,yes,19,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
136,single,General application,1,Business and management,daytime,Upper secondary education,120.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,113.0,yes,no,no,yes,female,no,20,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate
137,single,General application,1,Communication and design,daytime,Upper secondary education,153.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Craft and Related Trades Workers,157.9,no,no,yes,yes,female,yes,18,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate
138,single,General application,2,Health sciences,daytime,Upper secondary education,117.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Craft and Related Trades Workers,112.1,no,no,no,yes,female,yes,20,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled
139,single,General application,1,Health sciences,daytime,Upper secondary education,178.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Plant and Machine Operators and Assemblers,174.7,no,no,no,yes,female,no,18,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate
140,single,General application,>3,Health sciences,daytime,Upper secondary education,129.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,128.8,yes,no,no,yes,female,no,19,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
141,single,General application,>3,Communication and design,daytime,Upper secondary education,116.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,110.1,yes,no,no,yes,female,yes,19,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate
